       4.6475611     0.029943189
       4.6476541     0.029393645
       4.6477470     0.029538279
       4.6478400     0.025500344
       4.6479330     0.032902163
       4.6480260     0.055839263
       4.6481190     0.050053142
       4.6482120     0.047813892
       4.6483049     0.049071863
       4.6483979     0.039949059
       4.6484909     0.037083507
       4.6485834     0.044879705
       4.6486764     0.051477242
       4.6487694     0.051412653
       4.6488624     0.053959720
       4.6489553     0.049223565
       4.6490483     0.072404146
       4.6491413     0.053461425
       4.6492343     0.050597198
       4.6493273     0.056656022
       4.6494203     0.053639594
       4.6495132     0.029779609
       4.6496062            -NaN
       4.6496992     0.090589769
       4.6497922     0.085570246
       4.6498852     0.064367741
       4.6499786     0.048925329
       4.6500716     0.032801092
       4.6501646     0.024561420
       4.6502576     0.038834218
       4.6503506     0.037517540
       4.6504436     0.033284217
       4.6505365     0.048330918
       4.6506295     0.038409583
       4.6507225     0.036638506
       4.6508155     0.039061051
       4.6509085     0.041338429
       4.6510015     0.032164212
       4.6510944     0.047823500
       4.6511874     0.039229300
       4.6512804     0.035776325
       4.6513734     0.046210855
       4.6514668     0.039783109
       4.6515598     0.048316300
       4.6516528     0.035071060
       4.6517458     0.038487554
       4.6518388     0.075768188
       4.6519318     0.065047421
       4.6520247     0.051062480
       4.6521177     0.038695574
       4.6522107     0.040029712
       4.6523042     0.037251238
       4.6523972     0.042279739
       4.6524901     0.052061927
       4.6525831     0.050450470
       4.6526761     0.066216394
       4.6527691     0.059061449
       4.6528621     0.047816396
       4.6529555     0.049548499
       4.6530485     0.052314732
       4.6531415     0.061736360
       4.6532345     0.062616542
       4.6533275     0.054501813
       4.6534204     0.058068249
       4.6535139     0.073740244
       4.6536069     0.055956814
       4.6536999     0.063403822
       4.6537929     0.064655825
       4.6538858     0.065208137
       4.6539793     0.064670369
       4.6540723     0.082320854
       4.6541653     0.071956933
       4.6542583     0.076430537
       4.6543512     0.084356897
       4.6544447     0.054845788
       4.6545377     0.045172382
       4.6546307     0.064365558
       4.6547236     0.054454632
       4.6548166     0.073321365
       4.6549101     0.053586163
       4.6550031     0.047296125
       4.6550961     0.055875111
       4.6551890     0.068482600
       4.6552825     0.065923907
       4.6553755     0.058517545
       4.6554685     0.058569849
       4.6555614     0.059302729
       4.6556549     0.072592705
       4.6557479     0.052875921
       4.6558409     0.044031683
       4.6559343     0.043835618
       4.6560273     0.051714826
       4.6561203     0.046284150
       4.6562133     0.043039598
       4.6563067     0.067052536
       4.6563997     0.048054956
       4.6564927     0.050706115
       4.6565862     0.062684521
       4.6566792     0.050619293
       4.6567721     0.060488414
       4.6568656     0.057538774
       4.6569586     0.038151968
       4.6570516     0.054193635
       4.6571450      0.10215191
       4.6572380      0.10186519
       4.6573310     0.047037657
       4.6574244     0.020495884
       4.6575174     0.018517360
       4.6576104     0.044433028
       4.6577039     0.047332473
       4.6577969     0.036832016
       4.6578898     0.056212865
       4.6579833     0.050042439
       4.6580763     0.045478769
       4.6581693     0.046605859
       4.6582627     0.040249873
       4.6583557     0.044044960
       4.6584492     0.057645187
       4.6585422     0.033883262
       4.6586351     0.015350515
       4.6587286     0.041788064
       4.6588216     0.046678759
       4.6589150     0.041145012
       4.6590080     0.041120976
       4.6591010     0.041759092
       4.6591945     0.037295293
       4.6592875     0.037052900
       4.6593809     0.048477899
       4.6594739     0.053314712
       4.6595674     0.051324844
       4.6596603     0.044875968
       4.6597533     0.040884305
       4.6598468     0.046287294
       4.6599398     0.037957277
       4.6600332     0.032879524
       4.6601262     0.018155746
       4.6602197     0.036648989
       4.6603127     0.056543216
       4.6604061     0.048097905
       4.6604991     0.028913228
       4.6605926     0.025123833
       4.6606855     0.037627295
       4.6607790     0.049145672
       4.6608720     0.033811711
       4.6609654     0.021183817
       4.6610584     0.051134385
       4.6611519     0.021842841
       4.6612449            -NaN
       4.6613383            -NaN
       4.6614313     0.049108446
       4.6615248     0.041736949
       4.6616178     0.019283062
       4.6617112     0.017978132
       4.6618042     0.034108706
       4.6618977     0.050029028
       4.6619906     0.042109020
       4.6620841     0.038287681
       4.6621771     0.031437390
       4.6622705     0.043070395
       4.6623635     0.041696798
       4.6624570     0.047780003
       4.6625500     0.049596861
       4.6626434     0.045755915
       4.6627369     0.048838146
       4.6628299     0.053380955
       4.6629233     0.043972682
       4.6630163     0.037349094
       4.6631098     0.047630843
       4.6632028     0.036964007
       4.6632962     0.037058916
       4.6633897     0.043332744
       4.6634827     0.043885414
       4.6635761     0.038174611
       4.6636691     0.043103587
       4.6637626     0.026904283
       4.6638560     0.029244022
       4.6639490     0.031121779
       4.6640425     0.045590937
       4.6641359     0.044358153
       4.6642289     0.048009988
       4.6643224     0.040697940
       4.6644154     0.029212413
       4.6645088     0.036878813
       4.6646023     0.038656790
       4.6646953     0.037199501
       4.6647887     0.054626003
       4.6648822     0.046577062
       4.6649752     0.036026709
       4.6650686     0.052638739
       4.6651621     0.066315740
       4.6652551     0.053487223
       4.6653485     0.035248701
       4.6654420     0.037754897
       4.6655350     0.038679264
       4.6656284     0.058344383
       4.6657219     0.058626279
       4.6658149     0.029477809
       4.6659083     0.028040260
       4.6660018     0.023952760
       4.6660953     0.040250801
       4.6661882     0.061079979
       4.6662817     0.021616431
       4.6663752     0.029750807
       4.6664681     0.043238468
       4.6665616     0.043883719
       4.6666551     0.029784031
       4.6667485     0.026874978
       4.6668415     0.040574856
       4.6669350     0.044681307
       4.6670284     0.035796791
